id,cuisine,ingredients,mint,large eggs,heavy cream,berries,ground cinnamon,ground nutmeg,whole milk,salt,grated lemon peel,melted butter,granulated sugar,baking powder,all-purpose flour,figs,graham cracker crumbs,sprinkles,confectioners sugar
3416,italian,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23636,chinese,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22822,indian,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
801,southern_us,10,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
42007,korean,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20792,vietnamese,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44500,indian,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19004,japanese,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41301,moroccan,13,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
16712,moroccan,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
28250,italian,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
34209,indian,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1667,mexican,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48571,mexican,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10074,mexican,5,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
43711,southern_us,8,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
6440,chinese,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36583,cajun_creole,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10003,french,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24738,indian,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20039,chinese,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29446,southern_us,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45711,french,11,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0
45039,thai,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
46417,mexican,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
48080,mexican,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15882,french,9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
49263,italian,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45956,italian,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40509,french,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11665,greek,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22997,italian,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44271,indian,17,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
29887,filipino,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1764,french,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
40300,moroccan,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
45296,indian,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24365,vietnamese,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34996,thai,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47623,mexican,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26464,mexican,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18329,filipino,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
43437,italian,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25375,chinese,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26631,italian,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26172,cajun_creole,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19747,korean,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38346,russian,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
31903,italian,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12099,irish,9,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
38717,vietnamese,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30335,japanese,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15171,chinese,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
31425,cajun_creole,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
36118,italian,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18190,french,10,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
33717,moroccan,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15460,southern_us,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21052,brazilian,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35729,chinese,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45841,korean,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1182,italian,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15229,italian,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
31209,italian,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18271,spanish,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14202,southern_us,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10111,italian,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1128,italian,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37109,french,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9952,italian,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11164,italian,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9852,mexican,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
45574,greek,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22581,french,13,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
9082,spanish,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30985,japanese,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
42612,italian,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38754,japanese,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45037,greek,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
33197,japanese,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13005,chinese,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18203,mexican,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10210,italian,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38581,thai,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32489,chinese,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26647,mexican,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
34240,british,23,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
8579,japanese,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49639,mexican,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17120,mexican,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27213,southern_us,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18621,indian,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
35302,cajun_creole,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27648,japanese,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17658,greek,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24029,chinese,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
45990,thai,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20692,chinese,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
37593,cajun_creole,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46635,indian,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20149,italian,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,brazilian,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12048,mexican,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48523,chinese,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16797,italian,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23336,french,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15645,mexican,14,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
39904,greek,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35962,russian,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9138,southern_us,9,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
47406,irish,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30250,vietnamese,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26545,southern_us,11,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
13554,jamaican,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
44562,indian,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3820,korean,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49668,italian,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27688,italian,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31969,italian,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
33085,french,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20061,italian,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24552,thai,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27204,mexican,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8304,italian,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28063,italian,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
38473,thai,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,greek,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12152,southern_us,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25201,mexican,8,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
22633,italian,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41282,italian,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3040,cajun_creole,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29033,thai,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
40224,mexican,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24640,irish,8,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
49262,japanese,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
28657,mexican,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18842,italian,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27019,mexican,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2982,italian,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
33222,italian,13,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
39361,southern_us,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13489,indian,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
36461,italian,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20757,french,12,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
35136,japanese,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30327,southern_us,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43455,italian,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
36947,mexican,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
28056,british,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7530,mexican,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
47505,mexican,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16520,french,9,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
35311,moroccan,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22833,chinese,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14398,korean,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29168,indian,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22461,chinese,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13615,southern_us,9,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
6360,italian,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40360,mexican,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
40182,southern_us,10,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
31438,cajun_creole,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31798,southern_us,10,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
14342,spanish,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14385,italian,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14308,vietnamese,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33841,korean,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12830,chinese,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23096,italian,7,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
34026,southern_us,11,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
30835,filipino,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15072,filipino,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1121,chinese,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18376,italian,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17815,italian,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32878,southern_us,19,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24410,british,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
